x,y,sigma_trace,lambda_trace
16.6688,23.9127,1.23607,2.08333
16.6688,23.9127,1.23607,2.08333
16.75,23.8234,1.23607,2.08333
16.8311,23.7341,1.23607,2.08333
16.8311,23.7341,1.23607,2.08333
16.8628,23.7962,1.23607,2.08333
16.8945,23.8583,1.23607,2.08333
16.9262,23.9204,1.23607,2.08333
16.9579,23.9825,1.23607,2.08333
16.9579,23.9825,1.23607,2.08333
16.9744,24.0593,1.23607,2.08333
16.9744,24.0593,1.23607,2.08333
17.0396,23.9927,1.23607,2.08333
17.1048,23.9261,1.23607,2.08333
17.1699,23.8595,1.23607,2.08333
17.1699,23.8595,1.23607,2.08333
17.2608,23.842,1.23607,2.08333
17.3517,23.8244,1.23607,2.08333
17.4425,23.8069,1.23607,2.08333
17.5334,23.7894,1.23607,2.08333
17.5334,23.7894,1.23607,2.08333
17.5659,23.8182,1.23607,2.08333
17.5659,23.8182,1.23607,2.08333
17.6598,23.8803,1.23607,2.08333
17.7538,23.9424,1.23607,2.08333
17.7538,23.9424,1.23607,2.08333
17.8397,23.9746,1.23607,2.08333
17.9256,24.0068,1.23607,2.08333
17.9256,24.0068,1.23607,2.08333
17.9394,24.0515,1.23607,2.08333
17.9532,24.0963,1.23607,2.08333
17.967,24.141,1.23607,2.08333
17.967,24.141,1.23607,2.08333
18.0039,24.1857,1.23607,2.08333
18.0408,24.2304,1.23607,2.08333
18.0408,24.2304,1.23607,2.08333
18.139,24.2852,1.23607,2.08333
18.2372,24.34,1.23607,2.08333
18.3353,24.3948,1.23607,2.08333
18.4335,24.4496,1.23607,2.08333
18.4335,24.4496,1.23607,2.08333
18.43,24.437,1.23607,2.08333
18.43,24.437,1.23607,2.08333
18.4708,24.3736,1.23607,2.08333
18.5116,24.3101,1.23607,2.08333
18.5116,24.3101,1.23607,2.08333
18.5754,24.3353,1.23607,2.08333
18.6391,24.3605,1.23607,2.08333
18.7029,24.3856,1.23607,2.08333
18.7667,24.4108,1.23607,2.08333
18.7667,24.4108,1.23607,2.08333
18.7109,24.3634,1.23607,2.08333
18.655,24.316,1.23607,2.08333
18.5992,24.2686,1.23607,2.08333
18.5433,24.2212,1.23607,2.08333
18.4875,24.1739,1.23607,2.08333
18.4875,24.1739,1.23607,2.08333
18.5163,24.0897,1.23607,2.08333
18.545,24.0056,1.23607,2.08333
18.5738,23.9215,1.23607,2.08333
18.5738,23.9215,1.23607,2.08333
18.6303,23.8906,1.23607,2.08333
18.6868,23.8596,1.23607,2.08333
18.7433,23.8287,1.23607,2.08333
18.7998,23.7977,1.23607,2.08333
18.8563,23.7668,1.23607,2.08333
18.8563,23.7668,1.23607,2.08333
18.8854,23.6825,1.23607,2.08333
18.9145,23.5982,1.23607,2.08333
18.9435,23.514,1.23607,2.08333
18.9726,23.4297,1.23607,2.08333
18.9726,23.4297,1.23607,2.08333
19.0523,23.5005,1.23607,2.08333
19.1319,23.5713,1.23607,2.08333
19.1319,23.5713,1.23607,2.08333
19.2023,23.637,1.23607,2.08333
19.2727,23.7028,1.23607,2.08333
19.3431,23.7685,1.23607,2.08333
19.4135,23.8343,1.23607,2.08333
19.4839,23.9,1.23607,2.08333
19.4839,23.9,1.23607,2.08333
19.5215,23.8408,1.23607,2.08333
19.5591,23.7817,1.23607,2.08333
19.5968,23.7225,1.23607,2.08333
19.5968,23.7225,1.23607,2.08333
19.6184,23.6496,1.23607,2.08333
19.64,23.5767,1.23607,2.08333
19.6616,23.5038,1.23607,2.08333
19.6616,23.5038,1.23607,2.08333
19.7253,23.5273,1.23607,2.08333
19.789,23.5508,1.23607,2.08333
19.8526,23.5743,1.23607,2.08333
19.9163,23.5978,1.23607,2.08333
19.9163,23.5978,1.23607,2.08333
19.979,23.6673,1.23607,2.08333
20.0418,23.7369,1.23607,2.08333
20.0418,23.7369,1.23607,2.08333
20.1337,23.6707,1.23607,2.08333
20.2256,23.6046,1.23607,2.08333
20.3176,23.5384,1.23607,2.08333
20.4095,23.4722,1.23607,2.08333
20.4095,23.4722,1.23607,2.08333
20.4737,23.4241,1.23607,2.08333
20.5379,23.376,1.23607,2.08333
20.6022,23.3279,1.23607,2.08333
20.6664,23.2798,1.23607,2.08333
20.7306,23.2318,1.23607,2.08333
20.7306,23.2318,1.23607,2.08333
20.821,23.2661,1.23607,2.08333
20.9114,23.3004,1.23607,2.08333
21.0018,23.3348,1.23607,2.08333
21.0922,23.3691,1.23607,2.08333
21.0922,23.3691,1.23607,2.08333
21.0565,23.4585,1.23607,2.08333
21.0207,23.5478,1.23607,2.08333
20.985,23.6371,1.23607,2.08333
20.9493,23.7265,1.23607,2.08333
20.9493,23.7265,1.23607,2.08333
21.0409,23.6271,1.23607,2.08333
21.1326,23.5277,1.23607,2.08333
21.2242,23.4283,1.23607,2.08333
21.3159,23.3289,1.23607,2.08333
21.4075,23.2295,1.23607,2.08333
21.4075,23.2295,1.23607,2.08333
21.4598,23.1623,1.23607,2.08333
21.5121,23.0951,1.23607,2.08333
21.5643,23.0278,1.23607,2.08333
21.6166,22.9606,1.23607,2.08333
21.6166,22.9606,1.23607,2.08333
21.7084,22.8731,1.23607,2.08333
21.8003,22.7856,1.23607,2.08333
21.8003,22.7856,1.23607,2.08333
21.8934,22.8053,1.23607,2.08333
21.9865,22.8251,1.23607,2.08333
22.0796,22.8448,1.23607,2.08333
22.1727,22.8645,1.23607,2.08333
22.2657,22.8843,1.23607,2.08333
22.2657,22.8843,1.23607,2.08333
22.3193,22.7889,1.23607,2.08333
22.3729,22.6934,1.23607,2.08333
22.4264,22.598,1.23607,2.08333
22.48,22.5026,1.23607,2.08333
22.48,22.5026,1.23607,2.08333
22.4852,22.5215,1.23607,2.08333
22.4904,22.5405,1.23607,2.08333
22.4955,22.5594,1.23607,2.08333
22.4955,22.5594,1.23607,2.08333
22.5716,22.597,1.23607,2.08333
22.6477,22.6346,1.23607,2.08333
22.7238,22.6723,1.23607,2.08333
22.7998,22.7099,1.23607,2.08333
22.7998,22.7099,1.23607,2.08333
22.8317,22.7794,1.23607,2.08333
22.8317,22.7794,1.23607,2.08333
22.8415,22.8215,1.23607,2.08333
22.8513,22.8637,1.23607,2.08333
22.8513,22.8637,1.23607,2.08333
22.9293,22.9459,1.23607,2.08333
23.0073,23.0282,1.23607,2.08333
23.0852,23.1105,1.23607,2.08333
23.1632,23.1927,1.23607,2.08333
23.1632,23.1927,1.23607,2.08333
23.2152,23.2885,1.23607,2.08333
23.2672,23.3843,1.23607,2.08333
23.3193,23.4801,1.23607,2.08333
23.3713,23.5759,1.23607,2.08333
23.3713,23.5759,1.23607,2.08333
23.459,23.5967,1.23607,2.08333
23.5468,23.6175,1.23607,2.08333
23.6345,23.6383,1.23607,2.08333
23.7222,23.6591,1.23607,2.08333
23.81,23.6799,1.23607,2.08333
23.81,23.6799,1.23607,2.08333
23.8637,23.5894,1.23607,2.08333
23.9175,23.4988,1.23607,2.08333
23.9175,23.4988,1.23607,2.08333
23.9898,23.5315,1.23607,2.08333
24.0621,23.5641,1.23607,2.08333
24.1344,23.5968,1.23607,2.08333
24.2068,23.6295,1.23607,2.08333
24.2068,23.6295,1.23607,2.08333
24.1691,23.7219,1.23607,2.08333
24.1314,23.8143,1.23607,2.08333
24.0937,23.9068,1.23607,2.08333
24.0937,23.9068,1.23607,2.08333
24.15,23.8567,1.23607,2.08333
24.2063,23.8067,1.23607,2.08333
24.2063,23.8067,1.23607,2.08333
24.2929,23.9004,1.23607,2.08333
24.3796,23.9941,1.23607,2.08333
24.4662,24.0877,1.23607,2.08333
24.5529,24.1814,1.23607,2.08333
24.5529,24.1814,1.23607,2.08333
24.5903,24.1332,1.23607,2.08333
24.6277,24.085,1.23607,2.08333
24.6277,24.085,1.23607,2.08333
24.6967,24.16,1.23607,2.08333
24.7656,24.2349,1.23607,2.08333
24.7656,24.2349,1.23607,2.08333
24.838,24.2431,1.23607,2.08333
24.838,24.2431,1.23607,2.08333
24.858,24.3339,1.23607,2.08333
24.878,24.4247,1.23607,2.08333
24.898,24.5156,1.23607,2.08333
24.9181,24.6064,1.23607,2.08333
24.9381,24.6972,1.23607,2.08333
24.9381,24.6972,1.23607,2.08333
24.9849,24.6966,1.23607,2.08333
25.0317,24.696,1.23607,2.08333
25.0785,24.6954,1.23607,2.08333
25.0785,24.6954,1.23607,2.08333
25.0503,24.7305,1.23607,2.08333
25.0222,24.7656,1.23607,2.08333
24.994,24.8008,1.23607,2.08333
24.994,24.8008,1.23607,2.08333
25.0339,24.818,1.23607,2.08333
25.0738,24.8352,1.23607,2.08333
25.0738,24.8352,1.23607,2.08333
25.1241,24.7555,1.23607,2.08333
25.1744,24.6758,1.23607,2.08333
25.2247,24.5961,1.23607,2.08333
25.2247,24.5961,1.23607,2.08333
25.317,24.6525,1.23607,2.08333
25.4093,24.7089,1.23607,2.08333
25.5015,24.7654,1.23607,2.08333
25.5938,24.8218,1.23607,2.08333
25.5938,24.8218,1.23607,2.08333
25.5206,24.8314,1.23607,2.08333
25.4473,24.841,1.23607,2.08333
25.4473,24.841,1.23607,2.08333
25.4668,24.9373,1.23607,2.08333
25.4668,24.9373,1.23607,2.08333
25.5404,24.9473,1.23607,2.08333
25.6141,24.9573,1.23607,2.08333
25.6877,24.9673,1.23607,2.08333
25.7613,24.9772,1.23607,2.08333
25.7613,24.9772,1.23607,2.08333
25.804,24.8776,1.23607,2.08333
25.8467,24.7779,1.23607,2.08333
25.8467,24.7779,1.23607,2.08333
25.8503,24.7248,1.23607,2.08333
25.8503,24.7248,1.23607,2.08333
25.9358,24.7395,1.23607,2.08333
26.0214,24.7542,1.23607,2.08333
26.1069,24.7688,1.23607,2.08333
26.1925,24.7835,1.23607,2.08333
26.1925,24.7835,1.23607,2.08333
26.2702,24.7835,1.23607,2.08333
26.3479,24.7834,1.23607,2.08333
26.4256,24.7834,1.23607,2.08333
26.5033,24.7833,1.23607,2.08333
26.581,24.7833,1.23607,2.08333
26.581,24.7833,1.23607,2.08333
26.5534,24.8255,1.23607,2.08333
26.5257,24.8676,1.23607,2.08333
26.4981,24.9098,1.23607,2.08333
26.4704,24.9519,1.23607,2.08333
26.8487,24.7328,1.23607,2.08333
26.8487,24.7328,1.23607,2.08333
26.9191,24.6529,1.23607,2.08333
26.9894,24.5729,1.23607,2.08333
27.0597,24.4929,1.23607,2.08333
27.1301,24.4129,1.23607,2.08333
27.1301,24.4129,1.23607,2.08333
27.1598,24.4227,1.23607,2.08333
27.1598,24.4227,1.23607,2.08333
27.1488,24.4739,1.23607,2.08333
27.1378,24.5251,1.23607,2.08333
27.1268,24.5763,1.23607,2.08333
27.1158,24.6275,1.23607,2.08333
27.1158,24.6275,1.23607,2.08333
27.2014,24.6202,1.23607,2.08333
27.2869,24.613,1.23607,2.08333
27.3724,24.6057,1.23607,2.08333
27.458,24.5985,1.23607,2.08333
27.458,24.5985,1.23607,2.08333
27.5133,24.6646,1.23607,2.08333
27.5687,24.7308,1.23607,2.08333
27.5687,24.7308,1.23607,2.08333
27.6583,24.7004,1.23607,2.08333
27.6583,24.7004,1.23607,2.08333
27.7328,24.7544,1.23607,2.08333
27.8073,24.8083,1.23607,2.08333
27.8818,24.8622,1.23607,2.08333
27.9563,24.9161,1.23607,2.08333
28.0308,24.9701,1.23607,2.08333
28.3748,25.1614,1.23607,2.08333
28.3748,25.1614,1.23607,2.08333
28.3774,25.1897,1.23607,2.08333
28.38,25.218,1.23607,2.08333
28.3827,25.2463,1.23607,2.08333
28.3853,25.2746,1.23607,2.08333
28.3853,25.2746,1.23607,2.08333
28.4507,25.2556,1.23607,2.08333
28.516,25.2366,1.23607,2.08333
28.5814,25.2176,1.23607,2.08333
28.6468,25.1986,1.23607,2.08333
28.6468,25.1986,1.23607,2.08333
28.6908,25.1454,1.23607,2.08333
28.6908,25.1454,1.23607,2.08333
28.7147,25.1401,1.23607,2.08333
28.7386,25.1348,1.23607,2.08333
28.7625,25.1294,1.23607,2.08333
28.7864,25.1241,1.23607,2.08333
28.7864,25.1241,1.23607,2.08333
28.7774,25.1485,1.23607,2.08333
28.7685,25.1728,1.23607,2.08333
28.7596,25.1972,1.23607,2.08333
28.7507,25.2216,1.23607,2.08333
28.7418,25.246,1.23607,2.08333
28.7418,25.246,1.23607,2.08333
28.8219,25.2617,1.23607,2.08333
28.9021,25.2775,1.23607,2.08333
28.9822,25.2932,1.23607,2.08333
29.0624,25.309,1.23607,2.08333
29.1425,25.3247,1.23607,2.08333
29.1425,25.3247,1.23607,2.08333
29.1997,25.2971,1.23607,2.08333
29.2569,25.2694,1.23607,2.08333
29.3141,25.2417,1.23607,2.08333
29.3141,25.2417,1.23607,2.08333
29.3499,25.1723,1.23607,2.08333
29.3857,25.1028,1.23607,2.08333
29.4215,25.0334,1.23607,2.08333
29.4573,24.9639,1.23607,2.08333
29.4931,24.8945,1.23607,2.08333
29.4931,24.8945,1.23607,2.08333
29.578,24.836,1.23607,2.08333
29.6628,24.7776,1.23607,2.08333
29.7476,24.7192,1.23607,2.08333
29.8325,24.6608,1.23607,2.08333
29.8325,24.6608,1.23607,2.08333
29.9315,24.6134,1.23607,2.08333
29.9315,24.6134,1.23607,2.08333
30.0043,24.6578,1.23607,2.08333
30.0771,24.7021,1.23607,2.08333
30.0771,24.7021,1.23607,2.08333
30.1595,24.7596,1.23607,2.08333
30.2418,24.8171,1.23607,2.08333
30.2418,24.8171,1.23607,2.08333
30.2481,24.8534,1.23607,2.08333
30.2545,24.8896,1.23607,2.08333
30.2608,24.9259,1.23607,2.08333
30.2672,24.9621,1.23607,2.08333
30.2672,24.9621,1.23607,2.08333
30.2765,24.96,1.23607,2.08333
30.2859,24.9579,1.23607,2.08333
30.2952,24.9558,1.23607,2.08333
30.2952,24.9558,1.23607,2.08333
30.393,24.9745,1.23607,2.08333
30.4907,24.9933,1.23607,2.08333
30.5884,25.012,1.23607,2.08333
31.0216,24.8902,1.23607,2.08333
31.0216,24.8902,1.23607,2.08333
31.0072,24.917,1.23607,2.08333
30.9927,24.9438,1.23607,2.08333
30.9782,24.9706,1.23607,2.08333
30.9638,24.9974,1.23607,2.08333
30.9493,25.0242,1.23607,2.08333
30.9493,25.0242,1.23607,2.08333
31.0073,25.01,1.23607,2.08333
31.0652,24.9959,1.23607,2.08333
31.1232,24.9817,1.23607,2.08333
31.1811,24.9675,1.23607,2.08333
31.2391,24.9534,1.23607,2.08333
31.2391,24.9534,1.23607,2.08333
31.27,24.8963,1.23607,2.08333
31.3009,24.8393,1.23607,2.08333
31.3177,24.9554,1.23607,2.08333
31.3177,24.9554,1.23607,2.08333
31.3585,24.9578,1.23607,2.08333
31.3992,24.9602,1.23607,2.08333
31.4399,24.9626,1.23607,2.08333
31.4806,24.965,1.23607,2.08333
31.5214,24.9674,1.23607,2.08333
31.5214,24.9674,1.23607,2.08333
31.5956,24.9905,1.23607,2.08333
31.6698,25.0137,1.23607,2.08333
31.744,25.0369,1.23607,2.08333
31.8182,25.06,1.23607,2.08333
31.8182,25.06,1.23607,2.08333
31.9066,25.0999,1.23607,2.08333
31.995,25.1398,1.23607,2.08333
31.995,25.1398,1.23607,2.08333
32.0747,25.123,1.23607,2.08333
32.1545,25.1062,1.23607,2.08333
32.2342,25.0894,1.23607,2.08333
32.314,25.0726,1.23607,2.08333
32.314,25.0726,1.23607,2.08333
32.3376,25.0586,1.23607,2.08333
32.3613,25.0446,1.23607,2.08333
32.3613,25.0446,1.23607,2.08333
32.4571,25.006,1.23607,2.08333
32.5528,24.9674,1.23607,2.08333
32.6485,24.9288,1.23607,2.08333
32.7443,24.8902,1.23607,2.08333
32.7443,24.8902,1.23607,2.08333
32.839,24.8707,1.23607,2.08333
32.9338,24.8512,1.23607,2.08333
33.0285,24.8318,1.23607,2.08333
33.0285,24.8318,1.23607,2.08333
33.0908,24.799,1.23607,2.08333
33.1531,24.7663,1.23607,2.08333
33.2153,24.7335,1.23607,2.08333
33.2153,24.7335,1.23607,2.08333
33.2929,24.6694,1.23607,2.08333
33.3704,24.6054,1.23607,2.08333
33.4479,24.5413,1.23607,2.08333
33.5254,24.4772,1.23607,2.08333
33.5254,24.4772,1.23607,2.08333
33.566,24.4577,1.23607,2.08333
33.6066,24.4383,1.23607,2.08333
33.6472,24.4188,1.23607,2.08333
33.6472,24.4188,1.23607,2.08333
33.7165,24.4671,1.23607,2.08333
33.7858,24.5153,1.23607,2.08333
33.8552,24.5636,1.23607,2.08333
33.9245,24.6119,1.23607,2.08333
33.9939,24.6601,1.23607,2.08333
33.9939,24.6601,1.23607,2.08333
34.0586,24.6641,1.23607,2.08333
34.1234,24.6681,1.23607,2.08333
34.1234,24.6681,1.23607,2.08333
34.1054,24.7128,1.23607,2.08333
34.0875,24.7574,1.23607,2.08333
34.0695,24.8021,1.23607,2.08333
34.0516,24.8467,1.23607,2.08333
34.0336,24.8914,1.23607,2.08333
34.0336,24.8914,1.23607,2.08333
34.0345,24.9109,1.23607,2.08333
34.0353,24.9305,1.23607,2.08333
34.0362,24.9501,1.23607,2.08333
34.5072,25.1917,1.23607,2.08333
34.5072,25.1917,1.23607,2.08333
34.5417,25.2004,1.23607,2.08333
34.5417,25.2004,1.23607,2.08333
34.595,25.2359,1.23607,2.08333
34.6483,25.2714,1.23607,2.08333
34.7016,25.3069,1.23607,2.08333
34.7016,25.3069,1.23607,2.08333
34.7952,25.3172,1.23607,2.08333
34.8888,25.3275,1.23607,2.08333
34.8888,25.3275,1.23607,2.08333
34.9227,25.273,1.23607,2.08333
34.9227,25.273,1.23607,2.08333
34.9783,25.2966,1.23607,2.08333
35.0338,25.3203,1.23607,2.08333
35.0894,25.3439,1.23607,2.08333
35.1449,25.3675,1.23607,2.08333
35.1449,25.3675,1.23607,2.08333
35.1621,25.3853,1.23607,2.08333
35.1621,25.3853,1.23607,2.08333
35.1701,25.3847,1.23607,2.08333
35.1701,25.3847,1.23607,2.08333
35.1761,25.3982,1.23607,2.08333
35.1821,25.4116,1.23607,2.08333
35.1882,25.4251,1.23607,2.08333
35.1942,25.4385,1.23607,2.08333
35.1942,25.4385,1.23607,2.08333
35.2826,25.4337,1.23607,2.08333
35.371,25.429,1.23607,2.08333
35.4594,25.4242,1.23607,2.08333
35.4594,25.4242,1.23607,2.08333
35.5589,25.391,1.23607,2.08333
35.6584,25.3579,1.23607,2.08333
35.7579,25.3248,1.23607,2.08333
35.7579,25.3248,1.23607,2.08333
35.8104,25.2968,1.23607,2.08333
35.8628,25.2687,1.23607,2.08333
35.8628,25.2687,1.23607,2.08333
35.9282,25.2501,1.23607,2.08333
35.9282,25.2501,1.23607,2.08333
35.9358,25.2544,1.23607,2.08333
35.9433,25.2586,1.23607,2.08333
35.9509,25.2629,1.23607,2.08333
35.9509,25.2629,1.23607,2.08333
36.0189,25.1781,1.23607,2.08333
36.0869,25.0934,1.23607,2.08333
36.1549,25.0086,1.23607,2.08333
36.2229,24.9238,1.23607,2.08333
36.291,24.8391,1.23607,2.08333
36.2523,24.9556,1.23607,2.08333
36.2523,24.9556,1.23607,2.08333
36.2622,24.9058,1.23607,2.08333
36.2721,24.856,1.23607,2.08333
36.2819,24.8062,1.23607,2.08333
36.2918,24.7564,1.23607,2.08333
36.3017,24.7067,1.23607,2.08333
36.4909,24.8339,1.23607,2.08333
36.4909,24.8339,1.23607,2.08333
36.5591,24.8247,1.23607,2.08333
36.6274,24.8156,1.23607,2.08333
36.6957,24.8065,1.23607,2.08333
36.6957,24.8065,1.23607,2.08333
36.7578,24.8225,1.23607,2.08333
36.7578,24.8225,1.23607,2.08333
36.8467,24.7835,1.23607,2.08333
36.8467,24.7835,1.23607,2.08333
36.8498,24.8156,1.23607,2.08333
36.8529,24.8477,1.23607,2.08333
36.8561,24.8798,1.23607,2.08333
36.8592,24.912,1.23607,2.08333
36.8623,24.9441,1.23607,2.08333
36.8623,24.9441,1.23607,2.08333
36.8284,24.9911,1.23607,2.08333
36.8284,24.9911,1.23607,2.08333
36.8861,25.0101,1.23607,2.08333
36.9437,25.0291,1.23607,2.08333
36.9437,25.0291,1.23607,2.08333
37.0183,25.0433,1.23607,2.08333
37.0928,25.0575,1.23607,2.08333
37.1674,25.0717,1.23607,2.08333
37.2419,25.0859,1.23607,2.08333
37.2419,25.0859,1.23607,2.08333
37.2625,25.1064,1.23607,2.08333
37.283,25.127,1.23607,2.08333
37.3035,25.1475,1.23607,2.08333
37.3035,25.1475,1.23607,2.08333
37.3878,25.1352,1.23607,2.08333
37.4721,25.1229,1.23607,2.08333
37.5564,25.1106,1.23607,2.08333
37.6407,25.0984,1.23607,2.08333
37.6407,25.0984,1.23607,2.08333
37.7369,25.0447,1.23607,2.08333
37.7369,25.0447,1.23607,2.08333
37.7582,25.0528,1.23607,2.08333
37.7795,25.0609,1.23607,2.08333
37.7795,25.0609,1.23607,2.08333
37.8643,25.0569,1.23607,2.08333
37.9492,25.053,1.23607,2.08333
38.034,25.0491,1.23607,2.08333
38.1188,25.0452,1.23607,2.08333
38.1188,25.0452,1.23607,2.08333
38.1788,25.0882,1.23607,2.08333
38.2389,25.1312,1.23607,2.08333
38.2989,25.1742,1.23607,2.08333
38.2989,25.1742,1.23607,2.08333
38.3347,25.2,1.23607,2.08333
38.3705,25.2258,1.23607,2.08333
38.4063,25.2515,1.23607,2.08333
38.4063,25.2515,1.23607,2.08333
38.475,25.1723,1.23607,2.08333
38.5437,25.0931,1.23607,2.08333
38.6124,25.0138,1.23607,2.08333
38.6811,24.9346,1.23607,2.08333
38.7499,24.8553,1.23607,2.08333
38.7499,24.8553,1.23607,2.08333
38.8398,24.8017,1.23607,2.08333
38.9296,24.7481,1.23607,2.08333
39.0195,24.6944,1.23607,2.08333
39.1094,24.6408,1.23607,2.08333
39.1094,24.6408,1.23607,2.08333
39.12,24.6969,1.23607,2.08333
39.1305,24.753,1.23607,2.08333
39.141,24.8091,1.23607,2.08333
39.141,24.8091,1.23607,2.08333
39.1932,24.8461,1.23607,2.08333
39.1932,24.8461,1.23607,2.08333
39.1839,24.865,1.23607,2.08333
39.1745,24.8839,1.23607,2.08333
39.1652,24.9028,1.23607,2.08333
39.1558,24.9218,1.23607,2.08333
39.1558,24.9218,1.23607,2.08333
39.2531,24.9646,1.23607,2.08333
39.3503,25.0075,1.23607,2.08333
39.4475,25.0504,1.23607,2.08333
39.5448,25.0932,1.23607,2.08333
39.642,25.1361,1.23607,2.08333
39.642,25.1361,1.23607,2.08333
39.6478,25.1563,1.23607,2.08333
39.6535,25.1766,1.23607,2.08333
39.6593,25.1968,1.23607,2.08333
39.665,25.2171,1.23607,2.08333
39.665,25.2171,1.23607,2.08333
39.7619,25.1935,1.23607,2.08333
39.7619,25.1935,1.23607,2.08333
39.778,25.2207,1.23607,2.08333
39.7942,25.2479,1.23607,2.08333
39.8103,25.2751,1.23607,2.08333
39.8103,25.2751,1.23607,2.08333
39.8896,25.2948,1.23607,2.08333
39.8896,25.2948,1.23607,2.08333
39.8084,25.3259,1.23607,2.08333
39.7271,25.3569,1.23607,2.08333
39.6458,25.3879,1.23607,2.08333
39.6458,25.3879,1.23607,2.08333
39.667,25.4122,1.23607,2.08333
39.6882,25.4365,1.23607,2.08333
39.7094,25.4608,1.23607,2.08333
39.7306,25.485,1.23607,2.08333
39.7519,25.5093,1.23607,2.08333
39.7519,25.5093,1.23607,2.08333
39.775,25.5184,1.23607,2.08333
39.8405,25.617,1.23607,2.08333
39.8405,25.617,1.23607,2.08333
39.9107,25.5989,1.23607,2.08333
39.981,25.5808,1.23607,2.08333
39.981,25.5808,1.23607,2.08333
40.0375,25.5331,1.23607,2.08333
40.0941,25.4855,1.23607,2.08333
40.1506,25.4378,1.23607,2.08333
40.1506,25.4378,1.23607,2.08333
40.1983,25.4084,1.23607,2.08333
40.246,25.3791,1.23607,2.08333
40.2937,25.3498,1.23607,2.08333
40.2937,25.3498,1.23607,2.08333
40.3818,25.3612,1.23607,2.08333
40.4699,25.3726,1.23607,2.08333
40.4699,25.3726,1.23607,2.08333
40.546,25.3787,1.23607,2.08333
40.622,25.3848,1.23607,2.08333
40.6981,25.3909,1.23607,2.08333
40.7741,25.397,1.23607,2.08333
40.7741,25.397,1.23607,2.08333
40.87,25.3765,1.23607,2.08333
40.966,25.3561,1.23607,2.08333
41.0619,25.3356,1.23607,2.08333
41.1578,25.3152,1.23607,2.08333
41.1578,25.3152,1.23607,2.08333
41.2345,25.3401,1.23607,2.08333
41.2345,25.3401,1.23607,2.08333
41.298,25.3649,1.23607,2.08333
41.3615,25.3897,1.23607,2.08333
41.425,25.4145,1.23607,2.08333
41.425,25.4145,1.23607,2.08333
41.4556,25.4088,1.23607,2.08333
41.4861,25.403,1.23607,2.08333
41.5167,25.3972,1.23607,2.08333
41.5167,25.3972,1.23607,2.08333
41.5366,25.4004,1.23607,2.08333
41.5565,25.4036,1.23607,2.08333
41.5764,25.4068,1.23607,2.08333
41.5764,25.4068,1.23607,2.08333
41.5767,25.4197,1.23607,2.08333
41.577,25.4327,1.23607,2.08333
41.5773,25.4456,1.23607,2.08333
41.5773,25.4456,1.23607,2.08333
41.606,25.4177,1.23607,2.08333
41.606,25.4177,1.23607,2.08333
41.7036,25.4134,1.23607,2.08333
41.8012,25.4092,1.23607,2.08333
41.8989,25.4049,1.23607,2.08333
41.9965,25.4006,1.23607,2.08333
42.0942,25.3964,1.23607,2.08333
42.0942,25.3964,1.23607,2.08333
42.1432,25.4202,1.23607,2.08333
42.1432,25.4202,1.23607,2.08333
42.2184,25.4342,1.23607,2.08333
42.2184,25.4342,1.23607,2.08333
42.2815,25.4463,1.23607,2.08333
42.2815,25.4463,1.23607,2.08333
42.3683,25.4571,1.23607,2.08333
42.4551,25.4679,1.23607,2.08333
42.5419,25.4786,1.23607,2.08333
42.6287,25.4894,1.23607,2.08333
42.6287,25.4894,1.23607,2.08333
42.6501,25.4994,1.23607,2.08333
42.6716,25.5094,1.23607,2.08333
42.6931,25.5195,1.23607,2.08333
42.6931,25.5195,1.23607,2.08333
42.6538,25.5201,1.23607,2.08333
42.6145,25.5207,1.23607,2.08333
42.5751,25.5213,1.23607,2.08333
42.5751,25.5213,1.23607,2.08333
42.6488,25.5244,1.23607,2.08333
42.7225,25.5275,1.23607,2.08333
42.7961,25.5306,1.23607,2.08333
42.7961,25.5306,1.23607,2.08333
42.8529,25.6282,1.23607,2.08333
42.8529,25.6282,1.23607,2.08333
42.8732,25.6379,1.23607,2.08333
42.8936,25.6476,1.23607,2.08333
42.914,25.6572,1.23607,2.08333
42.9343,25.6669,1.23607,2.08333
42.9343,25.6669,1.23607,2.08333
42.986,25.6928,1.23607,2.08333
43.0377,25.7188,1.23607,2.08333
43.0893,25.7447,1.23607,2.08333
43.0893,25.7447,1.23607,2.08333
43.1447,25.7837,1.23607,2.08333
43.2001,25.8228,1.23607,2.08333
43.2001,25.8228,1.23607,2.08333
43.2372,25.835,1.23607,2.08333
43.2744,25.8473,1.23607,2.08333
43.3115,25.8596,1.23607,2.08333
43.3486,25.8719,1.23607,2.08333
43.3857,25.8842,1.23607,2.08333
43.3857,25.8842,1.23607,2.08333
43.4654,25.9116,1.23607,2.08333
43.5451,25.9391,1.23607,2.08333
43.6248,25.9666,1.23607,2.08333
43.7045,25.9941,1.23607,2.08333
43.7842,26.0216,1.23607,2.08333
43.7842,26.0216,1.23607,2.08333
43.8459,26.0445,1.23607,2.08333
43.9076,26.0675,1.23607,2.08333
43.9692,26.0905,1.23607,2.08333
43.9692,26.0905,1.23607,2.08333
43.9986,26.0766,1.23607,2.08333
44.028,26.0627,1.23607,2.08333
44.0574,26.0488,1.23607,2.08333
44.0867,26.0349,1.23607,2.08333
44.1161,26.021,1.23607,2.08333
44.1161,26.021,1.23607,2.08333
44.1441,26.1088,1.23607,2.08333
