to,from,x,y,cov,cost
493,492,85.1631,12.8486,1.13372,89.0835
494,490,90.7014,12.9228,1.13351,85.1049
495,494,86.7992,12.6638,1.13351,89.0157
496,4908,81.592,16.2377,1.13394,117.81
497,496,88.1279,12.1946,1.13372,125.496
498,494,89.7219,14.975,1.13351,87.3788
499,4909,95.5839,13.6247,1.13351,209.043
500,499,86.283,5.90408,1.13351,221.131
501,2675,95.2917,48.1255,1.13351,167.141
502,501,88.8547,8.36856,1.13351,207.415
503,4910,64.482,1.12091,1.13351,218.55
504,503,84.0205,7.59414,1.13351,239.133
505,3987,73.0945,11.2077,1.14102,73.6898
506,505,87.2321,10.2858,1.13531,87.8574
507,4686,60.5389,24.9411,1.13719,81.2561
508,507,85.3329,10.2293,1.13394,110.086
509,892,94.0363,22.7397,1.14102,93.503
510,509,88.3462,9.49126,1.13531,107.922
511,418,81.8639,8.89131,1.13351,156.718
512,827,45.6753,46.3255,1.13351,138.173
513,512,83.2854,6.70765,1.13351,192.8
514,475,85.8454,10.0738,1.13372,109.96
515,76,55.8322,30.2025,1.13372,102.284
516,515,85.0379,11.5576,1.13352,136.934
517,535,85.624,3.61215,1.13351,160.114
518,517,87.2243,9.23406,1.13351,165.959
519,2260,71.9728,10.887,1.13394,120.136
520,519,83.945,7.21688,1.13356,132.658
521,475,85.6764,10.6151,1.13394,109.566
522,452,88.7051,18.2898,1.14884,85.1932
523,522,85.066,6.84425,1.13394,97.2034
524,4904,67.1413,8.21147,1.13439,79.811
525,524,83.5627,7.88112,1.13372,96.2358
526,680,87.1597,13.9623,1.13719,84.5894
527,526,86.1297,8.01375,1.13531,90.6265
528,526,85.9575,11.2018,1.13372,87.6003
529,3960,55.5911,32.8219,1.19737,52.0936
530,529,87.6973,8.4616,1.13531,92.3954
531,222,84.668,16.0073,1.1648,77.3375
532,531,87.5366,10.0156,1.14884,83.9805
533,3446,79.8709,10.1645,1.13351,203.094
534,533,87.6591,8.1606,1.13351,211.136
535,1872,81.8511,10.6303,1.13351,152.146
536,535,84.0931,6.26229,1.13351,157.056
537,458,88.1225,10.9602,1.1648,82.2641
538,537,85.4838,6.71926,1.14884,87.2589
539,4911,87.2288,46.9471,1.13351,213.664
540,539,83.2688,19.3264,1.13351,241.567
541,4870,86.6491,18.615,1.13352,161.704
542,541,84.674,18.496,1.13351,163.682
543,2608,78.4069,24.6582,1.13351,226.795
544,543,82.8469,16.6311,1.13351,235.968
545,3975,46.9897,36.4026,1.13351,175.305
546,545,82.451,17.6668,1.13351,215.411
547,4912,81.3718,5.63528,1.13353,152.143
548,547,84.9729,14.1852,1.13352,161.42
549,2470,86.652,8.08765,1.13351,183.733
550,549,84.3151,16.7435,1.13351,192.699
551,4913,82.0227,20.7482,1.13352,162.951
552,551,84.95,15.2612,1.13351,169.17
553,611,88.7704,34.2446,1.13531,85.2286
554,553,85.6838,18.5054,1.13394,101.268
555,222,97.362,4.96314,1.14884,90.3089
556,555,86.4815,21.0384,1.13531,109.72
557,545,74.2906,30.5656,1.13351,203.223
558,557,85.4091,16.938,1.13351,220.81
559,1773,76.5458,14.0741,1.13439,100.588
560,559,83.2119,17.0744,1.13356,107.899
561,4904,75.694,12.0812,1.13439,77.9724
562,561,87.62,20.606,1.13353,92.6319
563,4914,74.1608,36.6847,1.13531,87.25
564,563,82.9592,15.3019,1.13372,110.372
565,817,77.6351,30.7953,1.14884,70.9145
566,565,81.3284,18.2181,1.13394,84.0227
567,1862,73.3463,37.0463,1.13351,204.04
568,567,83.6186,17.9679,1.13351,225.708
569,4915,69.2975,48.4087,1.1648,81.3065
570,569,87.9176,19.4306,1.13439,115.751
571,533,89.9106,8.02972,1.13351,213.358
572,19,94.8379,7.59242,1.13361,148.209
573,1973,72.3652,27.2355,1.14884,74.7827
574,573,92.4767,10.5029,1.13394,100.945
575,418,90.1231,6.06983,1.13352,148.188
576,509,89.4504,15.553,1.13719,102.028
577,576,92.4823,11.5623,1.13531,107.04
578,427,93.0573,13.5445,1.13351,203.23
579,4916,74.9342,4.9565,1.13353,121.401
580,579,92.2477,7.62564,1.13351,138.919
581,2394,94.8803,18.2886,1.13351,167.12
582,581,93.3542,12.2881,1.13351,173.312
583,478,49.1905,36.1705,1.13719,65.6162
584,583,93.9486,6.1316,1.13361,119.52
585,4366,73.6426,12.4511,1.1648,71.6279
586,585,88.5286,6.36508,1.14102,87.7099
587,609,96.537,4.43515,1.13356,127.939
588,587,92.5021,6.16277,1.13352,132.328
589,2195,80.5426,12.6324,1.13351,218.974
590,589,90.8126,8.73705,1.13351,229.958
591,539,71.6166,11.9133,1.13351,252.019
592,591,94.1575,10.1692,1.13351,274.627
