to,from,x,y,cov,cost
338,631,24.7364,24.2304,5.79982,20.7493
339,338,33.2687,25.8139,4.33777,29.4273
340,853,42.5551,28.4078,3.87515,191.912
341,340,33.3199,24.4539,3.87515,201.959
342,6765,52.0654,39.6765,4.10184,52.7364
343,342,32.9833,25.1331,3.92957,76.7289
344,57,48.6015,12.0625,3.98622,40.4597
345,344,33.3208,25.2311,3.90182,60.6318
346,47,15.7334,6.81118,11.62,6.5605
347,346,32.7151,24.5716,4.33777,31.1331
348,631,24.1279,24.7134,4.81911,20.5326
349,348,33.2555,24.1971,4.33777,29.6748
350,401,12.3598,15.0853,7.78339,5.64527
351,350,33.6995,25.0107,4.33777,29.1802
352,47,16.9284,15.4256,11.62,8.79996
353,352,32.8433,24.9637,5.79982,27.3543
354,108,31.3647,24.9293,5.79982,26.3173
355,354,32.7842,25.4936,4.81911,27.8449
356,108,32.2785,25.4206,5.79982,27.3548
357,41,32.2107,24.9209,5.79982,26.9764
358,2669,15.1135,28.8437,3.98622,44.9979
359,358,30.843,25.8195,3.88821,61.0155
360,14961,70.7831,45.731,3.87516,121.17
361,360,31.4754,24.2215,3.87515,165.978
362,65,40.1682,31.4477,4.10184,41.7261
363,362,30.2956,25.3015,3.98622,53.3556
364,950,50.6572,46.291,3.87515,140.965
365,364,31.7998,25.4393,3.87515,169.079
366,806,18.6276,33.7209,5.79982,25.2576
367,366,31.187,26.2088,3.92957,39.8922
368,480,27.3316,26.3344,5.79982,24.0547
369,368,31.2615,25.3651,4.33777,28.1023
370,93,30.0171,24.5576,4.81911,27.0167
371,172,31.0023,24.433,4.10184,25.5064
372,47,17.9477,15.4058,11.62,9.61191
373,372,30.6942,24.3781,4.81911,25.1995
374,172,16.1015,13.9715,5.79982,7.30024
375,374,32.2337,24.6449,4.33777,26.6437
376,692,49.5569,2.4546,3.90182,41.1357
377,376,29.8951,13.4466,3.87828,63.6615
378,364,29.8919,11.0855,3.87515,181.839
379,1269,55.2515,45.9806,3.90182,59.3923
380,379,30.8777,12.2087,3.87668,101.041
381,246,29.1945,11.9248,3.87515,192.419
382,405,19.8199,38.9272,3.98622,33.115
383,382,29.2425,11.1049,3.88821,62.4895
384,1713,45.7729,28.6701,3.88821,41.7296
385,384,30.6674,12.6128,3.87828,63.7754
386,806,28.7377,25.5516,4.81911,29.1176
387,386,29.5744,11.5617,4.10184,43.1325
388,674,30.0274,11.0541,4.33777,20.275
389,388,29.3618,12.6863,3.90182,22.0376
390,8545,16.6555,32.1656,4.10184,25.7141
391,390,29.196,12.5469,3.92957,48.9984
392,57,29.3252,12.3154,4.81911,21.1884
393,99,25.3604,13.0192,7.78339,15.9745
394,393,30.7617,12.1473,4.81911,21.4458
395,47,18.7571,12.262,4.81911,9.04456
396,395,28.9106,11.6879,4.10184,19.2143
397,399,24.8053,9.6252,7.78339,14.8122
398,397,30.5413,12.4856,4.81911,21.2218
399,47,19.9839,9.6304,11.62,9.99074
400,399,30.6343,12.5967,5.79982,21.0465
401,47,11.8235,13.1783,11.62,3.66422
402,401,30.2614,12.2924,5.79982,22.1234
403,202,31.6499,12.0128,4.81911,21.9425
404,47,29.4644,10.8278,7.78339,19.482
405,417,18.0517,19.1385,7.78339,13.2475
406,405,26.8617,16.3354,4.81911,22.4927
407,6765,48.9948,46.0047,4.10184,53.1115
408,407,28.1953,16.0208,3.88155,89.6033
409,47,33.1569,11.1488,5.79982,23.1854
410,409,27.4855,16.1694,4.81911,30.7598
411,47,8.11055,15.8572,11.62,6.15445
412,411,27.0461,15.4232,5.79982,25.0949
413,47,24.1199,6.7931,7.78339,14.4795
414,413,27.2364,15.1718,5.79982,23.4191
415,47,20.8246,14.1626,5.79982,11.5974
416,415,28.7459,16.086,4.33777,19.7489
417,47,18.8212,18.379,11.62,12.1664
418,417,26.6284,15.6984,4.81911,20.421
419,147,27.7911,16.4064,7.78339,20.4416
420,47,13.6125,10.1888,11.62,3.61741
421,420,27.4541,16.2588,4.33777,18.7315
422,420,28.0301,15.4945,4.81911,18.9803
423,116,44.4276,37.5308,3.87516,130.831
424,423,30.4386,14.7723,3.87515,157.545
425,920,58.7815,21.7337,3.87533,106.908
426,425,29.712,13.8672,3.87515,137.023
427,9,29.2953,15.185,3.87515,187.875
428,386,28.5899,15.3347,4.10184,39.3356
429,65,38.9507,9.43906,4.33777,33.8723
430,429,29.9476,14.0026,4.10184,43.966
431,401,27.1256,6.49088,4.81911,20.3638
432,431,28.7992,14.9555,4.33777,28.9922
433,47,4.7875,3.32031,7.78339,8.4728
434,433,30.8692,13.0631,3.98622,36.3148
435,401,30.2057,17.7176,4.33777,22.5986
436,435,28.8001,13.7212,4.10184,26.835
437,219,30.154,14.7073,4.10184,23.9133
438,57,30.0036,14.8866,4.81911,22.1091
439,236,30.8652,13.6789,3.98622,32.0402
440,223,53.7099,14.5433,3.92957,44.0178
441,440,29.0097,13.0506,3.88155,68.763
442,489,20.0777,5.74055,7.78339,11.1364
443,442,30.2679,13.2281,4.81911,23.7817
444,401,20.4956,15.6243,7.78339,12.6747
445,444,29.1748,16.1619,4.33777,21.3706
446,47,26.0307,8.60178,4.81911,16.0916
447,446,29.0918,14.914,4.10184,23.1069
448,47,21.6086,14.4597,7.78339,12.4358
449,448,28.7079,15.1463,4.33777,19.5682
450,892,18.6005,16.9488,5.79982,11.2028
451,450,30.3656,13.5575,4.33777,23.447
452,47,12.7923,7.91332,11.62,3.48582
453,452,28.8447,13.6436,5.79982,20.5304
454,172,31.1608,13.4802,4.81911,21.5503
455,300,28.8337,14.1325,5.79982,23.9717
456,448,28.5033,15.1207,4.10184,19.3621
457,1073,23.3836,8.74159,5.79982,14.0077
458,457,28.5277,14.8093,4.81911,21.9625
459,47,6.08867,8.54506,5.79982,4.17318
460,459,30.1288,12.9329,4.10184,28.6105
461,47,23.4689,9.80475,5.79982,13.4704
462,461,30.2956,13.358,4.81911,21.1664
463,2282,28.161,19.4622,5.79982,20.5571
464,463,26.6827,13.326,4.33777,26.8689
465,417,28.4985,5.14734,5.79982,28.5592
466,465,27.8275,12.7745,3.98622,36.2158
467,618,8.67479,1.20106,4.10184,14.8135
468,467,26.6229,13.5972,3.90182,36.6264
469,520,25.7933,6.87868,3.92957,17.9704
470,469,28.5039,12.5816,3.88155,24.2847
471,18025,34.7471,20.2492,3.98622,42.8601
472,471,27.7492,14.7808,3.92957,51.7412
473,738,15.8508,4.34773,7.78339,9.79508
474,473,27.7433,12.0388,4.10184,23.9578
475,47,4.48959,18.9978,11.62,10.5511
476,475,26.8269,14.4241,4.33777,33.3519
477,413,24.1095,5.83949,5.79982,15.4332
478,477,27.2136,14.4721,4.81911,24.6069
479,77,26.6387,14.2916,5.79982,22.8597
480,401,18.3974,17.8077,7.78339,11.7046
481,480,26.5894,13.7644,5.79982,20.8401
482,750,26.4888,23.0721,5.79982,21.4439
483,482,28.319,13.4786,4.81911,31.2104
484,79,28.7601,13.2006,4.33777,23.7544
485,47,19.3793,9.93493,5.79982,9.37952
486,485,27.5821,13.0925,4.10184,18.1691
487,47,18.8478,12.7243,5.79982,9.25771
488,487,28.5286,13.03,4.81911,18.9434
489,47,18.5835,5.61832,11.62,9.63717
490,489,26.3421,14.7457,7.78339,21.6165
491,47,12.8901,8.69645,11.62,3.1705
492,491,25.9835,14.3913,5.79982,17.4487
493,47,14.2994,11.8391,7.78339,4.67624
494,493,26.8232,14.7916,4.81911,17.5434
495,47,16.7428,9.77271,11.62,6.74665
496,495,26.6276,14.3458,4.10184,17.638
497,91,28.5486,13.5566,5.79982,22.3661
498,47,15.1265,8.09788,11.62,5.46804
499,498,27.6103,11.956,5.79982,18.5344
500,47,16.1826,12.2018,7.78339,6.56301
501,500,26.1006,13.9637,5.79982,16.6362
502,47,21.842,10.5736,7.78339,11.8559
503,502,26.5368,13.7339,4.10184,17.5153
504,47,27.6585,12.8445,7.78339,17.8861
505,47,13.4999,12.8706,11.62,4.52657
506,505,28.4216,13.772,4.81911,19.4755
507,485,26.3835,12.4933,4.81911,16.8363
508,507,28.393,13.8855,4.33777,19.281
509,47,28.5266,13.4509,7.78339,18.8453
510,47,7.70911,10.8622,11.62,2.44776
511,510,21.9051,15.9293,5.79982,17.521
512,2743,29.5789,6.73591,5.79982,28.3938
513,512,24.5951,13.5815,4.81911,36.8614
514,2743,33.3197,15.0669,5.79982,27.8844
515,514,23.9935,15.9374,4.33777,37.2512
516,83,28.8475,32.2691,4.33777,29.4389
517,516,23.5471,15.1756,3.98622,47.3353
518,17509,57.8819,6.14784,3.87519,119.512
519,518,22.6905,13.7947,3.87515,155.525
520,618,20.9066,8.57028,5.79982,12.7992
521,520,25.7031,15.1199,3.98622,20.9173
522,15,23.5649,13.915,4.33777,44.9578
523,1269,26.1984,11.7609,3.92957,16.3286
524,523,25.5879,15.0229,3.88155,19.6472
525,47,8.47608,6.49219,7.78339,3.82453
526,525,23.6518,14.7895,4.33777,21.1204
527,47,14.0883,4.53903,11.62,6.82177
528,527,23.8263,13.9215,7.78339,20.3443
529,99,23.1857,14.32,4.10184,13.9496
530,172,23.8575,13.4897,5.79982,14.3482
531,47,19.1567,13.7519,11.62,9.89557
532,531,24.6246,15.6192,4.81911,15.6735
533,47,22.7261,14.4987,5.79982,13.4979
534,533,21.128,11.7637,4.81911,16.6656
535,405,45.0667,34.6359,4.33777,44.392
536,535,22.7725,12.7788,3.88821,75.6133
537,444,22.7118,12.6753,5.79982,16.3637
538,777,15.533,13.2057,4.33777,6.39455
539,538,21.5218,12.3229,4.10184,12.4481
540,19,21.106,12.1378,3.87828,86.6049
541,47,13.1463,14.0307,11.62,5.11326
542,541,22.2775,12.1917,7.78339,14.4278
543,47,20.1535,24.9901,7.78339,18.1052
544,543,21.5505,12.0127,4.81911,31.1576
545,47,16.9213,10.979,11.62,6.99018
546,545,21.4987,12.2539,7.78339,11.7418
547,9243,41.9649,45.6727,3.87519,96.9551
548,547,22.869,15.7627,3.87515,132.441
549,116,21.9322,15.2631,3.87515,161.616
550,346,22.8856,14.5644,4.81911,17.1088
551,47,24.0979,13.3551,7.78339,14.4917
552,551,21.8916,15.3464,5.79982,17.4637
553,57,22.4013,15.3918,4.81911,16.1938
554,417,21.8961,14.2221,7.78339,17.337
555,99,22.0559,15.5181,5.79982,13.2598
556,372,23.5969,16.3699,7.78339,15.3428
557,322,22.0438,16.1941,5.79982,13.8347
558,538,23.0887,16.0447,4.10184,14.466
559,692,44.719,12.5206,4.10184,41.3252
560,559,24.8517,15.9478,3.92957,61.4859
561,388,25.8118,15.881,4.10184,26.6835
562,47,13.0403,11.6728,11.62,3.47013
563,562,24.9712,15.7679,5.79982,16.0842
564,47,25.744,15.2961,7.78339,16.6109
565,47,25.3395,16.2413,7.78339,16.5607
566,47,14.4419,13.7657,11.62,5.82335
567,566,24.3449,16.2773,7.78339,16.0399
568,172,15.1049,11.4351,7.78339,5.3654
569,568,24.8319,15.7838,5.79982,16.0203
570,525,25.1045,9.93929,4.81911,20.8064
571,18026,40.187,11.1421,4.10184,41.1358
572,571,27.8422,9.92362,3.92957,53.5407
573,65,26.0413,9.65681,3.90182,34.1467
574,47,19.0518,14.788,7.78339,10.2402
575,574,25.9067,9.52673,4.10184,18.8813
576,194,27.0385,10.7104,3.92957,60.7133
577,47,35.6352,13.0705,5.79982,25.8185
578,577,26.399,8.46986,4.81911,36.1371
579,1396,30.6958,7.26426,4.33777,21.9159
580,579,27.1114,11.2221,3.88821,27.2555
581,219,19.8892,22.6685,4.33777,16.0744
582,581,27.2483,7.49742,3.92957,32.9361
583,904,17.9273,13.2166,5.79982,8.90587
584,583,27.59,8.42311,4.81911,19.6922
585,413,33.3615,4.98412,5.79982,23.8965
586,585,26.7914,7.94896,4.10184,31.1046
587,446,27.0935,9.70293,4.33777,17.622
588,41,1.65789,35.2847,4.33777,45.5294
589,588,27.3399,8.63474,3.92957,82.54
